iter	Passed	Remaining
235	2058	10597
236	2065	10579
237	2071	10559
238	2079	10543
239	2085	10523
240	2093	10508
241	2099	10490
242	2106	10472
243	2112	10451
244	2120	10437
245	2127	10421
246	2135	10407
247	2142	10390
248	2148	10369
249	2154	10350
250	2161	10335
251	2170	10325
252	2177	10308
253	2183	10289
254	2190	10274
255	2196	10253
256	2202	10234
257	2209	10217
258	2216	10200
259	2223	10185
260	2230	10167
261	2237	10153
262	2244	10137
263	2251	10122
264	2258	10106
265	2264	10088
266	2271	10074
267	2278	10057
268	2284	10038
269	2291	10023
270	2299	10012
271	2306	9996
272	2313	9982
273	2320	9968
274	2328	9957
275	2335	9944
276	2343	9932
277	2350	9919
278	2358	9906
279	2365	9891
280	2371	9872
281	2378	9859
282	2385	9844
283	2391	9826
284	2398	9814
285	2405	9799
286	2412	9785
287	2418	9766
288	2424	9750
289	2431	9735
290	2438	9719
291	2444	9702
292	2450	9685
293	2457	9669
294	2464	9656
295	2470	9640
296	2477	9626
297	2484	9612
298	2490	9597
299	2497	9582
300	2504	9568
301	2511	9554
302	2519	9544
303	2526	9533
304	2533	9520
305	2539	9503
306	2546	9488
307	2554	9478
308	2560	9464
309	2567	9451
310	2574	9437
311	2581	9424
312	2587	9409
313	2593	9392
314	2600	9376
315	2607	9366
316	2614	9352
317	2620	9337
318	2628	9327
319	2635	9316
320	2642	9302
321	2649	9288
322	2655	9272
323	2661	9257
324	2666	9238
325	2674	9229
326	2681	9217
327	2689	9208
328	2696	9194
329	2703	9183
330	2710	9171
331	2717	9160
332	2724	9148
333	2737	9154
334	2750	9161
335	2762	9168
336	2777	9182
337	2792	9194
338	2805	9203
339	2813	9193
340	2828	9207
341	2845	9226
342	2860	9239
343	2873	9246
344	2888	9260
345	2903	9273
346	2910	9259
347	2925	9270
348	2939	9280
349	2954	9292
350	2963	9288
351	2971	9276
352	2987	9291
353	3002	9303
354	3016	9313
355	3031	9324
356	3050	9347
357	3063	9351
358	3078	9362
359	3093	9374
360	3108	9384
361	3127	9408
362	3139	9409
363	3151	9410
364	3166	9420
365	3183	9437
366	3194	9435
367	3207	9439
368	3223	9451
369	3236	9455
370	3251	9466
371	3265	9470
372	3277	9472
373	3292	9482
374	3308	9494
375	3325	9506
376	3341	9520
377	3357	9530
378	3373	9540
379	3391	9558
380	3407	9569
381	3423	9579
382	3434	9578
383	3447	9579
384	3462	9586
385	3476	9592
386	3489	9593
387	3503	9599
388	3518	9605
389	3534	9614
390	3541	9601
391	3554	9602
392	3569	9610
393	3584	9615
394	3596	9616
395	3607	9612
396	3616	9602
397	3634	9615
398	3647	9616
399	3659	9615
400	3670	9611
401	3681	9605
402	3693	9605
403	3708	9609
404	3719	9606
405	3726	9592
406	3734	9578
407	3742	9565
408	3748	9550
409	3757	9539
410	3764	9525
411	3770	9509
412	3777	9493
413	3783	9478
414	3790	9461
415	3797	9447
416	3803	9431
417	3809	9413
418	3815	9398
419	3822	9384
420	3829	9368
421	3835	9352
422	3841	9336
423	3847	9320
424	3854	9304
425	3860	9288
426	3865	9270
427	3872	9255
428	3877	9238
429	3882	9218
430	3889	9204
431	3895	9188
432	3900	9171
433	3906	9153
434	3912	9138
435	3919	9124
436	3925	9108
437	3932	9095
438	3938	9079
439	3945	9065
440	3952	9051
441	3958	9036
442	3964	9020
443	3970	9005
444	3977	8991
445	3983	8977
446	3989	8961
447	3996	8946
448	4002	8932
449	4008	8917
450	4015	8903
451	4021	8888
452	4028	8875
453	4034	8860
454	4040	8844
455	4046	8829
456	4053	8816
457	4060	8803
458	4066	8788
459	4072	8773
460	4078	8757
461	4084	8744
462	4090	8728
463	4096	8712
464	4102	8698
465	4107	8683
466	4113	8666
467	4119	8652
468	4124	8636
469	4130	8621
470	4136	8605
471	4142	8591
472	4147	8576
473	4153	8561
474	4160	8548
475	4165	8532
476	4171	8518
477	4178	8504
478	4184	8490
479	4190	8476
480	4194	8459
481	4200	8444
482	4206	8430
483	4212	8415
484	4219	8403
485	4225	8389
486	4230	8373
487	4235	8357
488	4240	8342
489	4246	8328
490	4252	8315
491	4259	8302
492	4264	8287
493	4270	8273
494	4276	8258
495	4281	8244
496	4287	8229
497	4292	8214
498	4298	8200
499	4303	8185
500	4309	8171
501	4315	8158
502	4321	8144
503	4327	8130
504	4334	8118
505	4340	8105
506	4345	8091
507	4351	8077
508	4357	8064
509	4362	8050
510	4368	8036
511	4374	8023
512	4380	8009
513	4386	7996
514	4392	7983
515	4398	7970
516	4405	7958
517	4410	7944
518	4417	7932
519	4422	7918
520	4428	7904
521	4433	7890
522	4439	7878
523	4445	7864
524	4451	7851
525	4457	7838
526	4464	7826
527	4470	7814
528	4476	7802
529	4483	7790
530	4489	7777
531	4494	7764
532	4500	7751
533	4508	7741
534	4514	7730
535	4523	7721
536	4529	7709
537	4536	7697
538	4541	7685
539	4548	7673
540	4554	7660
541	4560	7648
542	4566	7635
543	4572	7623
544	4578	7611
545	4585	7600
546	4592	7589
547	4597	7576
548	4604	7564
549	4610	7552
550	4616	7540
551	4622	7528
552	4628	7516
553	4637	7508
554	4643	7496
555	4649	7484
556	4656	7473
557	4664	7464
558	4671	7453
559	4677	7441
560	4683	7430
561	4689	7418
562	4697	7408
563	4704	7398
564	4710	7386
565	4717	7375
566	4724	7365
567	4730	7353
568	4738	7344
569	4745	7335
570	4752	7323
571	4757	7310
572	4765	7302
573	4772	7291
574	4779	7281
575	4786	7270
576	4791	7258
577	4798	7246
578	4808	7241
579	4814	7230
580	4820	7218
581	4827	7207
582	4833	7196
583	4839	7184
584	4846	7174
585	4852	7162
586	4857	7149
587	4863	7138
588	4871	7130
589	4878	7119
590	4886	7110
591	4892	7099
592	4898	7087
593	4904	7076
594	4912	7066
595	4920	7058
596	4928	7049
597	4937	7042
598	4942	7030
599	4950	7022
600	4957	7010
601	4962	6998
602	4973	6994
603	4979	6983
604	4987	6974
605	4998	6969
606	5004	6958
607	5011	6948
608	5018	6938
609	5026	6929
610	5032	6919
611	5040	6910
612	5047	6900
613	5054	6890
614	5060	6879
615	5066	6867
616	5072	6856
617	5078	6845
618	5084	6834
619	5090	6823
620	5096	6812
621	5102	6801
622	5108	6789
623	5115	6779
624	5121	6768
625	5126	6756
626	5139	6754
627	5146	6744
628	5154	6735
629	5161	6725
630	5168	6716
631	5176	6708
632	5184	6700
633	5193	6692
634	5202	6685
635	5214	6681
636	5223	6675
637	5229	6664
638	5236	6653
639	5244	6645
640	5250	6634
641	5256	6623
642	5261	6612
643	5268	6602
644	5275	6592
645	5281	6581
646	5290	6574
647	5298	6566
648	5306	6557
649	5312	6546
650	5318	6535
651	5323	6524
652	5330	6514
653	5336	6503
654	5343	6493
655	5348	6482
656	5356	6473
657	5364	6464
658	5369	6453
659	5375	6442
660	5381	6432
661	5388	6422
662	5394	6411
663	5402	6402
664	5408	6392
665	5415	6382
666	5421	6372
667	5428	6363
668	5434	6352
669	5442	6344
670	5448	6333
671	5455	6323
672	5461	6313
673	5467	6302
674	5473	6292
675	5479	6281
676	5484	6270
677	5490	6259
678	5496	6248
679	5502	6239
680	5508	6228
681	5514	6217
682	5520	6207
683	5526	6196
684	5532	6186
685	5537	6175
686	5544	6165
687	5550	6155
688	5556	6144
689	5561	6133
690	5567	6123
691	5572	6112
692	5578	6101
693	5584	6091
694	5590	6081
695	5596	6070
696	5602	6061
697	5608	6050
698	5614	6040
699	5620	6029
700	5626	6019
701	5632	6009
702	5638	5998
703	5643	5987
704	5648	5977
705	5655	5967
706	5661	5957
707	5667	5947
708	5673	5937
709	5679	5927
710	5684	5916
711	5691	5906
712	5696	5896
713	5702	5886
714	5707	5875
715	5713	5865
716	5719	5855
717	5724	5844
718	5730	5834
719	5736	5824
720	5742	5813
721	5748	5803
722	5753	5793
723	5758	5782
724	5764	5772
725	5770	5762
726	5777	5753
727	5782	5743
728	5788	5732
729	5793	5722
730	5800	5712
731	5806	5703
732	5812	5693
733	5818	5683
734	5824	5673
735	5829	5663
736	5835	5653
737	5841	5643
738	5847	5633
739	5852	5623
740	5857	5612
741	5864	5603
742	5870	5593
743	5875	5583
744	5881	5573
745	5887	5563
746	5893	5553
747	5898	5543
748	5904	5533
749	5910	5524
750	5916	5514
751	5922	5505
752	5928	5495
753	5933	5484
754	5938	5474
755	5944	5465
756	5950	5455
757	5956	5445
758	5961	5435
759	5968	5426
760	5974	5417
761	5980	5407
762	5986	5398
763	5992	5388
764	5998	5378
765	6003	5369
766	6008	5358
767	6015	5349
768	6021	5339
769	6026	5330
770	6032	5320
771	6038	5311
772	6045	5302
773	6051	5293
774	6057	5283
775	6064	5275
776	6071	5266
777	6077	5257
778	6083	5247
779	6089	5238
780	6095	5229
781	6102	5220
782	6108	5211
783	6114	5201
784	6120	5193
785	6127	5183
786	6132	5174
787	6139	5166
788	6146	5156
789	6151	5146
790	6157	5137
791	6164	5129
792	6170	5120
793	6178	5112
794	6183	5102
795	6189	5092
796	6195	5084
797	6204	5077
798	6210	5068
799	6216	5058
800	6222	5049
801	6228	5040
802	6233	5030
803	6239	5021
804	6245	5012
805	6251	5002
806	6258	4994
807	6264	4984
808	6269	4975
809	6275	4966
810	6281	4956
811	6286	4947
812	6292	4937
813	6297	4928
814	6303	4919
815	6309	4910
816	6315	4900
817	6321	4891
818	6327	4882
819	6332	4873
820	6338	4863
821	6343	4854
822	6348	4844
823	6354	4835
824	6360	4826
825	6366	4817
826	6373	4808
827	6378	4799
828	6384	4790
829	6390	4781
830	6396	4772
831	6402	4763
832	6408	4754
833	6414	4745
834	6420	4736
835	6426	4727
836	6432	4718
837	6437	4709
838	6444	4700
839	6450	4691
840	6456	4683
841	6462	4674
842	6468	4665
843	6473	4655
844	6479	4646
845	6485	4637
846	6490	4628
847	6496	4619
848	6502	4610
849	6507	4601
850	6513	4592
851	6519	4583
852	6525	4574
853	6531	4565
854	6537	4556
855	6543	4548
856	6549	4539
857	6555	4530
858	6561	4521
859	6567	4513
860	6575	4505
861	6580	4496
862	6586	4487
863	6592	4478
864	6598	4470
865	6604	4461
866	6609	4452
867	6615	4443
868	6621	4434
869	6627	4426
870	6633	4417
871	6639	4408
872	6645	4399
873	6651	4391
874	6657	4382
875	6662	4373
876	6668	4364
877	6674	4355
878	6681	4347
879	6688	4339
880	6694	4331
881	6699	4322
882	6705	4313
883	6711	4304
884	6717	4296
885	6723	4287
886	6729	4278
887	6734	4269
888	6740	4261
889	6746	4252
890	6752	4243
891	6758	4235
892	6764	4226
893	6770	4218
894	6775	4209
895	6781	4200
896	6786	4191
897	6792	4182
898	6797	4173
899	6803	4165
900	6808	4155
901	6813	4147
902	6819	4138
903	6825	4130
904	6831	4121
905	6837	4112
906	6842	4104
907	6848	4095
908	6854	4087
909	6860	4078
910	6866	4069
911	6869	4059
912	6875	4051
913	6881	4043
914	6887	4034
915	6894	4026
916	6899	4018
917	6905	4009
918	6912	4001
919	6918	3993
920	6924	3984
921	6929	3975
922	6935	3967
923	6941	3958
924	6947	3950
925	6952	3941
926	6958	3933
927	6964	3924
928	6969	3916
929	6975	3907
930	6981	3899
931	6986	3890
932	6992	3882
933	6997	3873
934	7003	3864
935	7008	3856
936	7014	3847
937	7019	3839
938	7025	3830
939	7031	3822
940	7037	3814
941	7043	3806
942	7049	3797
943	7055	3789
944	7060	3780
945	7066	3772
946	7072	3764
947	7078	3755
948	7083	3747
949	7089	3738
950	7095	3730
951	7101	3722
952	7107	3713
953	7113	3705
954	7119	3697
955	7124	3689
956	7130	3680
957	7136	3672
958	7141	3664
959	7147	3655
960	7153	3647
961	7159	3639
962	7164	3630
963	7171	3623
964	7177	3614
965	7183	3606
966	7188	3598
967	7194	3589
968	7199	3581
969	7204	3572
970	7210	3564
971	7216	3556
972	7221	3547
973	7227	3539
974	7234	3531
975	7239	3523
976	7245	3515
977	7251	3507
978	7257	3499
979	7263	3490
980	7268	3482
981	7274	3474
982	7280	3465
983	7286	3457
984	7291	3449
985	7297	3441
986	7303	3433
987	7309	3425
988	7315	3417
989	7320	3408
990	7325	3400
991	7332	3392
992	7338	3384
993	7344	3376
994	7350	3368
995	7355	3360
996	7361	3352
997	7367	3344
998	7374	3336
999	7379	3327
1000	7384	3319
1001	7390	3311
1002	7396	3303
1003	7402	3295
1004	7408	3287
1005	7414	3279
1006	7419	3271
1007	7425	3263
1008	7430	3255
1009	7436	3247
1010	7442	3239
1011	7449	3231
1012	7454	3223
1013	7460	3215
1014	7466	3207
1015	7472	3199
1016	7478	3191
1017	7484	3183
1018	7490	3175
1019	7496	3167
1020	7501	3159
1021	7507	3151
1022	7513	3143
1023	7519	3135
1024	7525	3127
1025	7531	3119
1026	7537	3111
1027	7543	3104
1028	7549	3096
1029	7555	3088
1030	7561	3080
1031	7567	3072
1032	7572	3064
1033	7578	3056
1034	7584	3048
1035	7590	3040
1036	7596	3032
1037	7602	3024
1038	7607	3016
1039	7613	3008
1040	7619	3000
1041	7624	2992
1042	7630	2984
1043	7635	2976
1044	7641	2968
1045	7647	2961
1046	7653	2953
1047	7658	2945
1048	7664	2937
1049	7670	2929
1050	7676	2921
1051	7681	2913
1052	7687	2905
1053	7694	2898
1054	7700	2890
1055	7706	2882
1056	7712	2874
1057	7719	2867
1058	7725	2859
1059	7731	2851
1060	7738	2844
1061	7744	2836
1062	7752	2829
1063	7759	2822
1064	7768	2815
1065	7774	2807
1066	7781	2800
1067	7788	2792
1068	7795	2785
1069	7803	2778
1070	7810	2771
1071	7818	2764
1072	7824	2756
1073	7831	2749
1074	7837	2741
1075	7843	2733
1076	7849	2725
1077	7855	2718
1078	7861	2710
1079	7869	2703
1080	7874	2695
1081	7880	2687
1082	7887	2680
1083	7893	2672
1084	7898	2664
1085	7904	2656
1086	7911	2649
1087	7916	2641
1088	7922	2633
1089	7928	2625
1090	7933	2617
1091	7939	2610
1092	7945	2602
1093	7950	2594
1094	7956	2586
1095	7962	2578
1096	7968	2571
1097	7974	2563
1098	7980	2556
1099	7987	2548
1100	7993	2541
1101	7999	2533
1102	8005	2525
1103	8011	2518
1104	8017	2510
1105	8023	2502
1106	8028	2494
1107	8035	2487
1108	8040	2479
1109	8046	2471
1110	8052	2464
1111	8058	2456
1112	8064	2449
1113	8072	2441
1114	8077	2434
1115	8082	2426
1116	8088	2418
1117	8094	2410
1118	8100	2403
1119	8105	2395
1120	8111	2387
1121	8116	2380
1122	8122	2372
1123	8128	2364
1124	8134	2357
1125	8140	2349
1126	8146	2341
1127	8151	2334
1128	8157	2326
1129	8163	2319
1130	8169	2311
1131	8174	2303
1132	8180	2296
1133	8187	2288
1134	8192	2280
1135	8198	2273
1136	8204	2265
1137	8210	2258
1138	8217	2250
1139	8222	2243
1140	8228	2235
1141	8234	2227
1142	8239	2220
1143	8245	2212
1144	8250	2205
1145	8257	2197
1146	8263	2190
1147	8269	2182
1148	8276	2175
1149	8283	2168
1150	8290	2160
1151	8296	2153
1152	8303	2146
1153	8309	2138
1154	8315	2131
1155	8322	2123
1156	8328	2116
1157	8336	2109
1158	8342	2101
1159	8348	2094
1160	8354	2086
1161	8360	2079
1162	8366	2071
1163	8372	2064
1164	8378	2056
1165	8384	2049
1166	8390	2041
1167	8396	2034
1168	8402	2027
1169	8408	2019
1170	8414	2012
1171	8420	2004
1172	8426	1997
1173	8432	1989
1174	8439	1982
1175	8446	1975
1176	8453	1967
1177	8459	1960
1178	8466	1953
1179	8472	1945
1180	8479	1938
1181	8486	1931
1182	8493	1924
1183	8499	1916
1184	8505	1909
1185	8511	1901
1186	8519	1894
1187	8525	1887
1188	8532	1880
1189	8538	1872
1190	8545	1865
1191	8551	1858
1192	8558	1850
1193	8565	1843
1194	8571	1836
1195	8578	1828
1196	8583	1821
1197	8590	1814
1198	8596	1806
1199	8602	1799
1200	8608	1791
1201	8614	1784
1202	8621	1777
1203	8627	1769
1204	8633	1762
1205	8639	1755
1206	8645	1747
1207	8651	1740
1208	8656	1732
1209	8664	1725
1210	8670	1718
1211	8676	1710
1212	8683	1703
1213	8690	1696
1214	8694	1688
1215	8702	1681
1216	8709	1674
1217	8716	1667
1218	8722	1660
1219	8729	1652
1220	8736	1645
1221	8742	1638
1222	8749	1631
1223	8755	1623
1224	8761	1616
1225	8768	1609
1226	8775	1602
1227	8781	1594
1228	8787	1587
1229	8792	1579
1230	8798	1572
1231	8804	1565
1232	8810	1557
1233	8816	1550
1234	8823	1543
1235	8829	1535
1236	8834	1528
1237	8841	1521
1238	8847	1513
1239	8853	1506
1240	8858	1499
1241	8864	1491
1242	8869	1484
1243	8876	1477
1244	8882	1469
1245	8889	1462
1246	8895	1455
1247	8901	1447
1248	8910	1441
1249	8917	1433
1250	8923	1426
1251	8931	1419
1252	8942	1413
1253	8950	1406
1254	8958	1399
1255	8965	1391
1256	8971	1384
1257	8979	1377
1258	8986	1370
1259	8992	1363
1260	8999	1355
1261	9005	1348
1262	9011	1341
1263	9018	1334
1264	9024	1326
1265	9030	1319
1266	9037	1312
1267	9043	1305
1268	9049	1297
1269	9055	1290
1270	9062	1283
1271	9069	1276
1272	9076	1269
1273	9082	1261
1274	9089	1254
1275	9095	1247
1276	9102	1240
1277	9109	1233
1278	9115	1225
1279	9122	1218
1280	9129	1211
1281	9136	1204
1282	9143	1197
1283	9150	1190
1284	9156	1182
1285	9162	1175
1286	9169	1168
1287	9175	1161
1288	9181	1153
1289	9187	1146
1290	9194	1139
1291	9200	1132
1292	9207	1125
1293	9214	1118
1294	9221	1110
1295	9228	1103
1296	9235	1096
1297	9240	1089
1298	9246	1081
1299	9253	1074
1300	9261	1067
1301	9267	1060
1302	9273	1053
1303	9280	1046
1304	9286	1038
1305	9293	1031
1306	9300	1024
1307	9305	1017
1308	9312	1010
1309	9318	1002
1310	9324	995
1311	9330	988
1312	9337	981
1313	9343	974
1314	9351	967
1315	9357	959
1316	9364	952
1317	9371	945
1318	9378	938
1319	9385	931
1320	9391	924
1321	9397	917
1322	9404	909
1323	9410	902
1324	9416	895
1325	9424	888
1326	9430	881
1327	9437	874
1328	9444	866
1329	9451	859
1330	9457	852
1331	9463	845
1332	9470	838
1333	9475	831
1334	9482	823
1335	9488	816
1336	9494	809
1337	9501	802
1338	9507	795
1339	9514	788
1340	9520	780
1341	9527	773
1342	9534	766
1343	9541	759
1344	9548	752
1345	9554	745
1346	9561	738
1347	9569	731
1348	9576	724
1349	9586	717
1350	9595	710
1351	9602	703
1352	9611	696
1353	9618	689
1354	9625	681
1355	9632	674
1356	9639	667
1357	9644	660
1358	9650	653
1359	9657	646
1360	9662	638
1361	9668	631
1362	9674	624
1363	9680	617
1364	9686	610
1365	9691	603
1366	9697	595
1367	9703	588
1368	9709	581
1369	9715	574
1370	9720	567
1371	9726	560
1372	9732	552
1373	9739	545
1374	9746	538
1375	9752	531
1376	9759	524
1377	9766	517
1378	9773	510
1379	9781	503
1380	9787	496
1381	9794	488
1382	9800	481
1383	9807	474
1384	9814	467
1385	9820	460
1386	9826	453
1387	9833	446
1388	9841	439
1389	9847	432
1390	9853	425
1391	9860	417
1392	9866	410
1393	9873	403
1394	9879	396
1395	9885	389
1396	9891	382
1397	9897	375
1398	9903	368
1399	9909	360
1400	9915	353
1401	9921	346
1402	9927	339
1403	9933	332
1404	9940	325
1405	9947	318
1406	9953	311
1407	9959	304
1408	9964	297
1409	9971	289
1410	9976	282
1411	9982	275
1412	9988	268
1413	9994	261
1414	10000	254
1415	10005	247
1416	10011	240
1417	10017	233
1418	10022	226
1419	10028	218
1420	10034	211
1421	10041	204
1422	10047	197
1423	10052	190
1424	10058	183
1425	10064	176
1426	10070	169
1427	10078	162
1428	10084	155
1429	10090	148
1430	10096	141
1431	10101	134
1432	10107	126
1433	10113	119
1434	10118	112
1435	10124	105
1436	10133	98
1437	10139	91
1438	10147	84
1439	10153	77
1440	10161	70
1441	10168	63
1442	10174	56
1443	10180	49
1444	10186	42
1445	10193	35
1446	10198	28
1447	10204	21
1448	10211	14
1449	10217	7
1450	10224	0
