iter	RMSE
949	529.376051
950	529.3088329
951	529.2648375
952	529.2601444
953	529.2130198
954	529.1847528
955	529.1676177
956	529.1141958
957	529.09172
958	529.0578642
959	529.0077466
960	528.9443231
961	528.9195945
962	528.8598893
963	528.825751
964	528.7691567
965	528.7182525
966	528.7025301
967	528.6563691
968	528.642201
969	528.6267238
970	528.6122248
971	528.5811771
972	528.5680795
973	528.5401536
974	528.505171
975	528.4929817
976	528.4795719
977	528.4357977
978	528.3932179
979	528.3129134
980	528.289291
981	528.2181942
982	528.1925549
983	528.187784
984	528.1848537
985	528.1432648
986	528.0882075
987	528.0691668
988	528.0491553
989	528.0110778
990	527.9494976
991	527.8789797
992	527.8494726
993	527.7785878
994	527.6894711
995	527.6003929
996	527.5856688
997	527.5248985
998	527.4394996
999	527.3739583
